ticker,pcd,year,runup,window
XENE,2023-11-17,2023,-0.06113719933278494,0.11705581929608266
XENE,2026-01-12,2026,0.03436461652030953,0.24373634259839383
MGNX,2020-10,2020,-0.07720890713823492,-0.2550591546827832
MGNX,2021-08-11,2021,0.19477893276935676,-0.18859025582220257
MGNX,2024-01-15,2024,0.06098709848476025,0.44393394425641075
PRAX,2026-05-14,2026,-0.003816228852588033,-0.1535887120047983
PRAX,2022-05-05,2022,-0.15725865652182147,-1.2277963588550662
PRAX,2025-10-10,2025,0.05866146135295658,1.4044678569769928
PRAX,2025-11-12,2025,1.1522518323968711,0.33290024013100616
PHAT,2022-11-21,2022,-0.11156505276516793,-0.23295528719596703
PHAT,2021-03-10,2021,0.23261088034102073,-0.1542629822090711
PHAT,2021-07-29,2021,-0.01603371951535859,-0.05050258353424564
BBIO,2023-02-28,2023,0.4834268869807312,0.17668587253473156
BBIO,2025-08-22,2025,0.12326714518832516,-0.11274051027789556
BBIO,2025-12-18,2025,0.03374422768873053,-0.015196871938646161
BBIO,2023-03-02,2023,0.46705247550136386,0.21351391895375116
BBIO,2024-03-31,2024,-0.23081487254812938,0.025033395472755515
BBIO,2023-05-11,2023,-0.02286523323088474,0.2050743805416424
KRYS,2023-07-31,2023,-0.019636832233357993,0.10686556666072988
KRYS,2021-10-29,2021,-0.05193901615273511,0.38442659575695615
AUPH,2021-10-07,2021,0.5515561045130566,-0.07099884592240224
AUPH,2019-09-24,2019,0.025585205139902367,-0.0920608356444843
AUPH,2020-09-17,2020,0.10954353918643145,-0.24449601223239759
AUPH,2025-07-03,2025,-0.0581910021487313,0.32483521416301775
AUPH,2025-07-04,2025,0.02239790482328008,0.19832518612371253
SRNE,2023-03,2023,-1.0798008458665849,-0.15255664056485996
SRNE,2022-06,2022,0.032478196283758975,0.3525270130647024
SRNE,2022-01-01,2022,-0.045340966956822104,-0.5857669714688628
SRNE,2023-03,2023,-1.0798008458665849,-0.15255664056485996
AVIR,2024-04-25,2024,0.08847103184998883,-0.1643754975529257
LIANY,2023-09-15,2023,0.0,0.0
LIANY,2023-03-06,2023,0.0,0.0
SYRE,2023-04-27,2023,-0.9271685034966974,0.8524198008249805
SYRE,2023-01-27,2023,0.07308329570757044,-0.40705719426030607
ARCT,2024-10-09,2024,0.1933263688477358,-0.3402686034894664
KOD,2023-03-28,2023,-0.37082452121292864,0.1345960393703085
KOD,2026-02-13,2026,-0.26666422557216274,0.6460982329239684
KOD,2022-06-10,2022,0.3603811833863524,0.05274149841743325
KOD,2023-04-27,2023,-0.2837999273325862,0.332734342991317
KOD,2023-05-11,2023,-0.26281788606609036,0.49242412738097907
KOD,2021-11-17,2021,0.15181701266341374,-0.3455511236140607
KOD,2023-08-03,2023,-0.9635282472351003,-0.4590772492539448
HALO,2019-11-04,2019,-0.061549532304347565,0.028802808856759565
VERU,2024-01-09,2024,-0.6147385055403243,-0.266899108818766
VERU,2023-05-04,2023,-0.4847296385465514,-0.10882168739923603
VERU,2023-10-19,2023,-0.17244430580620396,-0.24762519125946936
VERU,2022-07-06,2022,0.18536646789855826,0.08769689033116368
ALDX,2022-06-14,2022,0.04545702556419973,0.5064823155252078
ALDX,2024-11-03,2024,-0.08354075947797024,0.03964123827466737
ALDX,2022-03-04,2022,0.22561200995878683,-0.1457111753873923
ALDX,2024-06-11,2024,-0.10386875410494634,0.047570067794415305
ALDX,2021-02-16,2021,0.41813227411827514,0.16212688643718343
ALDX,2025-02-27,2025,0.2170639030911996,-0.7933222073944622
ALDX,2021-09-12,2021,-0.030483899092290656,0.0031753625754276094
ALDX,2019-04-19,2019,0.010268809130213885,-0.15211289338888068
ALDX,2022-10-11,2022,-0.188041364974457,0.12259045956056669
ALDX,2023-04-22,2023,0.38342791369366624,-0.4104682947700762
ALDX,2020-01-18,2020,-0.1621075980514166,-0.9352884584314528
ALDX,2018-11-05,2018,0.4833566270587899,-0.019636165854553855
ALDX,2019-10-04,2019,0.1135725298414767,0.10452322611105691
TRVN,2017-05,2017,-0.06395289391612913,-0.4450494690097031
ADIL,2022-02-18,2022,0.17796718752950635,-0.2328604070811524
MIST,2023-01-20,2023,-0.25570127065400605,-0.11907208292149996
MIST,2026-04-10,2026,-0.26601223478949776,-0.06207893710033163
MIST,2023-01-26,2023,-0.2663993880911162,0.0247315240711643
MIST,2020-11-13,2020,-0.24176292009903477,-0.11847229715864893
MIRM,2025-04-23,2025,-0.038033185799536184,0.16669424365171226
MIRM,2020-06-15,2020,0.14796397347968915,0.2710867519310729
MIRM,2022-09-01,2022,-0.005696160499257807,-0.03921945239166735
MIRM,2023-07-13,2023,0.02761519915907762,0.18762899320615967
CYDY,2020-09-16,2020,-0.017480929817514257,-0.9098086163860674
CYDY,2020-05-18,2020,0.8922515344367119,0.400003746621846
CYDY,2022-06-20,2022,0.40002357258152665,0.34189828265432043
CYDY,2018-02,2018,-0.17141980473070562,0.13559731858273516
CYDY,2022-06,2022,0.31560726838297093,0.7017382747975462
ATNM,2022-06,2022,0.3827647522319353,-0.3285570296310252
ABEO,2025-09-30,2025,-0.2634592657943029,-0.33700457037599807
ABEO,2022-10-18,2022,0.28420078246661995,-0.5785383207789689
XERS,2019-03-29,2019,-0.45874647091995113,0.2416670432416459
AVXL,2024-06-14,2024,0.06649429263344286,0.4208728437164695
AVXL,2021-09-30,2021,-0.06126063886719413,0.20967871271000948
AVXL,2022-06-30,2022,0.11114305109888267,-0.14535442607858418
AVXL,2023-06-01,2023,0.059108631643693066,-0.0782639200641122
VERA,2025-05-15,2025,-0.05666208404757045,-0.07972700620733297
VERA,2026-03-15,2026,-0.16137457034212366,-0.146904441039986
ORMP,2023-01-13,2023,0.48456674644833186,-1.792234847694588
ORMP,2023-01-13,2023,0.48456674644833186,-1.792234847694588
MDGL,2023-01-06,2023,1.3969232981117292,-0.05575699394377054
PTGX,2026-04-01,2026,0.23987750948755782,-0.14236672501521763
PTGX,2025-02-21,2025,-0.025108066828432918,0.3772325906525742
MLTX,2025-09-02,2025,0.08772321422391238,-1.9477658051609223
MLTX,2025-08-14,2025,0.11515692346493589,-1.8357902107006554
JNJ,2017-07-21,2017,-0.1302691091457353,-0.02720923879388959
CAPR,2025-06-18,2025,0.03244972522938516,-0.618222055310818
DERM,2023-06-30,2023,0.10392978623650284,0.18359480572540005
DERM,2023-06-30,2023,0.10392978623650284,0.18359480572540005
SGMT,2026-06,2026,0.20876993903196683,-0.1048662159923277
EYPT,2017-08-17,2017,-0.4053357454625388,-0.07376115836964425
EYPT,2018-03-26,2018,0.10245401358604056,0.49072370809978727
EYPT,2019-10-04,2019,0.32614586289301783,-0.36994664892791196
EYPT,2023-09,2023,0.14353195630950655,-0.5239048058123255
EYPT,2023-09,2023,0.14353195630950655,-0.5239048058123255
EYPT,2023-04-12,2023,0.02805047241433778,0.5234869685547345
TARS,2022-05-09,2022,0.21021924485002774,-0.33137658742828524
TARS,2021-05-04,2021,-0.010514601341391039,-0.055840258910221596
IMNM,2025-12-03,2025,0.14163204256604844,0.2713641204603494
HRMY,2023-09-08,2023,0.06732808118280253,-0.2011197568966847
HRMY,2025-10-01,2025,-0.20978387500080187,-0.13532671601754842
IXHL,2025-05-20,2025,-2.0479896400716644,1.8883687913023797
AMLX,2022-12-30,2022,-0.0011898925316300435,-0.04469923328942116
AMLX,2024-10-16,2024,0.4348729128723975,0.33246876154900695
AMLX,2025-09-30,2025,0.4247339296705315,-0.10954233608914965
AMLX,2024-01-19,2024,-0.011101990469409184,-1.7362462087876196
AMLX,2026-03,2026,0.16883505290578116,0.10214125809160546
LENZ,2023-12-14,2023,-0.21734281893263363,0.10317283858643433
LENZ,2023-12-15,2023,-0.21085092942893668,0.12087629983912596
LENZ,2024-02-09,2024,0.08300454557977277,0.8057126756084574
LNTH,2019-08-30,2019,-0.14209044373975432,-0.1531799308845514
LNTH,2026-04-21,2026,0.050314894740946414,0.17979019175478772
LNTH,2020-01-09,2020,-0.16386592027512226,-0.24016709588511187
ANNX,2024-04-20,2024,0.1812295867091458,-0.18251057830974982
CORT,2024-09-19,2024,-0.014996963539921193,0.452230641746751
CORT,2024-04-08,2024,-0.0002272758913526296,0.3061057816808659
CORT,2025-03-24,2025,-0.15054751650244302,0.37606211962182545
CORT,2021-08-23,2021,0.019848309430280153,-0.0440273280753356
IMNN,2020-04-27,2020,0.05432889795452045,1.099427328846489
NTLA,2026-02-10,2026,0.3409919676202766,0.022787788221063643
SIGA,2023-05-12,2023,-0.03526787133696874,-0.062377693824711145
RXRX,2025-08-18,2025,-0.028132301923834868,-0.11339570549553102
BHVN,2025-10-27,2025,-0.11671976189495803,-0.5685421072890651
BHVN,2025-04-29,2025,-0.22863083445739196,-0.4351159573474046
BHVN,2025-01-15,2025,-0.1670015678541228,-0.23110046343487767
BHVN,2024-09-25,2024,0.053046510850077055,0.25403892533862216
BHVN,2026-03-12,2026,-0.18720769301922946,-0.13682545055656936
BHVN,2026-02-13,2026,0.02003388027931763,-0.1473111050004441
SRRK,2024-12-18,2024,0.39143308585720726,-0.10662358192148735
MNPR,2023-05-14,2023,-1.1663876779077786,-0.14058509620868387
MNKD,2025-11-10,2025,-0.13588752313799435,-0.023979334609124825
MNKD,2024-10-03,2024,0.2230278357398272,0.04029322909524313
SYRS,2024-11-13,2024,0.25153439529001,-2.2160602303706796
ALEC,2025-09-01,2025,0.40418275604647014,-0.7275952199356359
ALEC,2025-09-01,2025,0.40418275604647014,-0.7275952199356359
OMER,2024-01-12,2024,0.35225312778356055,0.21245424836860294
OMER,2021-02-02,2021,0.17384703727783668,0.05556740682746497
CADL,2024-08,2024,-0.17524781500347597,0.1314711428855817
ARWR,2026-06-01,2026,0.12427257803505043,0.035619688219725276
ARWR,2025-05-30,2025,0.29893936501457663,-0.03988369849835882
ARWR,2024-04-29,2024,-0.22041273306511888,0.053808770051347654
ARWR,2026-06-12,2026,0.04537491415784345,-0.03939300530651124
ARWR,2025-12-30,2025,0.4213596461544875,-0.1091716000180396
ARWR,2024-07-29,2024,0.07780175782646781,-0.35253278406583144
GRCE,2019-09-24,2019,-0.14882100949839216,0.04340948820989965
GRCE,2019-07-21,2019,0.43001541617411654,0.4506376845277922
GRCE,2023-08-25,2023,-0.43851602635572084,0.2675424695674138
GRCE,2024-12,2024,-0.03407418939786422,0.03884388921838089
GRCE,2022-07-01,2022,-0.1293642344427206,-0.16327682151163914
MLYS,2024-12-10,2024,-0.060056983032908295,-0.2549717402798475
MLYS,2025-12-30,2025,-0.12654453123955234,-0.2648163309217657
TRVI,2022-05-10,2022,0.5840710719545871,0.35845417441754346
PTN,2023-09-01,2023,0.07992501229934579,0.09628837404299695
CMPX,2025-05-28,2025,0.2891908842269327,0.31573363000578114
CMPX,2025-11-13,2025,-0.023687123190467174,0.24983699564340034
ANTX,2024-12-18,2024,0.32772296613768803,-0.22088200694253943
RGNX,2023-11-27,2023,0.20353326699061958,-0.5851064449393997
PROK,2024-09-03,2024,-0.008563509937513536,-0.29962495698167135
VTRS,2024-08-24,2024,0.05809400623072758,0.005917876838100966
INMB,2021-10-13,2021,0.07245643555851,-0.3449948571685404
PVLA,2023-06-30,2023,-1.3549921031784993,0.5408991195047208
PVLA,2020-09-19,2020,0.0731453186975779,-0.16061714374818958
PVLA,2021-06-30,2021,0.5479154425640784,0.31027093375120707
PVLA,2023-10,2023,0.4391507743928389,-0.45115974935062253
PVLA,2026-01-14,2026,-0.08555521044565317,0.3020684615258391
ZBIO,2025-11-13,2025,0.29503882727007325,-0.4765077449190178
ALMS,2025-09-19,2025,-0.04259906540990621,0.06055540327185893
ALMS,2025-09-23,2025,-0.024908141044709398,0.1712444162664719
CNTB,2024-08,2024,-0.48793465672670366,0.006030584642743114
CRMD,2018-10,2018,0.26907536290520895,0.7860200727011266
BMRN,2020-11-16,2020,-0.08702539622465011,-0.18956945083255317
BMRN,2021-01-13,2021,0.016792597214192462,-0.15461236912873844
BMRN,2019-10-30,2019,-0.07082896226370039,0.05841772988956073
BMRN,2019-05-22,2019,0.002275681918184169,-0.039496382861399226
BMRN,2023-01-27,2023,0.029357066138254062,-0.05230712138429361
BMRN,2025-04-16,2025,-0.0022301733063718743,-0.17452231219559522
BMRN,2018-09-14,2018,-0.0501262254198247,0.17392042952301257
CLNN,2023-05-29,2023,-0.29966755452225824,-0.1990896818182848
INO,2022-09-13,2022,0.1042475776418792,0.019670572712640944
INO,2020-07-08,2020,0.7857637512862441,-1.0944021373983537
INO,2022-08-23,2022,0.17445468971375266,-0.31163347646563677
