trig,th,fam,exit,n,bps,t,win,y24,y25,y26,all_years_pos
roll,0.005,Lf,hold1,333,1.4315922174528775,0.3407845042519226,0.5525525525525525,3.823985729799395,-7.289476142850492,8.29982452424545,False
roll,0.005,Lf,hold2,333,0.3865768939147267,0.0697758660563363,0.5105105105105106,4.089184297374169,-1.7792246383207904,-0.610781015147474,False
roll,0.005,Lf,hold4,333,-4.63839466969275,-0.6864969678860405,0.5165165165165165,0.1431883016394444,-4.472058676249602,-8.966968098905896,False
roll,0.005,Lf,holdEOD,333,-4.168690272552307,-0.6011287822251683,0.5315315315315315,-0.26224661499019053,-4.207832011155343,-7.525434973431034,False
roll,0.005,Lf,trail05,333,-4.035386174144137,-0.6800453571021008,0.4984984984984985,0.16906174896563175,-1.0188561565806156,-10.786649951391729,False
roll,0.005,Lf,trail10,333,-3.5391609943735616,-0.5804723412323942,0.5225225225225225,-1.9026694576943546,0.3205385165402451,-8.922584437467044,False
roll,0.005,Sf,hold1,315,-2.685267860159617,-0.8329463000422765,0.46984126984126984,0.5091582802024952,-8.941758755172488,0.7305075639229385,False
roll,0.005,Sf,hold2,315,-0.8480344621022988,-0.1717868223845609,0.4888888888888889,-0.9667482577489716,-3.9904557011887407,2.431205047469887,False
roll,0.005,Sf,hold4,315,-7.026351666126807,-1.0987013918026527,0.45396825396825397,-2.85352056512983,-6.232795028352879,-11.613713901451456,False
roll,0.005,Sf,holdEOD,315,-6.496424247013762,-0.9947207290277655,0.44761904761904764,-3.6956401307689672,-4.39833932188202,-11.155388138044778,False
roll,0.005,Sf,trail05,315,-4.905650031466435,-1.0015348616386908,0.4222222222222222,-6.267128047291801,-4.340746755636576,-4.240368656601328,False
roll,0.005,Sf,trail10,315,-6.23134135920569,-1.1434085867943653,0.4444444444444444,-5.1118607485374,-8.764840915680548,-4.690208472073586,False
roll,0.005,Lr,hold1,315,2.685267860159617,0.8329463000422765,0.5174603174603175,-0.5091582802024952,8.941758755172488,-0.7305075639229385,False
roll,0.005,Lr,hold2,315,0.8480344621022988,0.1717868223845609,0.5015873015873016,0.9667482577489716,3.9904557011887407,-2.431205047469887,False
roll,0.005,Lr,hold4,315,7.026351666126807,1.0987013918026527,0.5428571428571428,2.85352056512983,6.232795028352879,11.613713901451456,True
roll,0.005,Lr,holdEOD,315,6.496424247013762,0.9947207290277655,0.546031746031746,3.6956401307689672,4.39833932188202,11.155388138044778,True
roll,0.005,Lr,trail05,315,-2.1916807826332425,-0.36609679839026915,0.5142857142857142,-2.399012261596807,6.396720930554717,-10.671470614106005,False
roll,0.005,Lr,trail10,315,1.4291637920646887,0.2372898664818078,0.5333333333333333,0.24206465133480282,9.249453620739272,-5.386353573990871,False
