ticker,date,label,phrase,cik,name
FNCH,2022-05-16,pos,positive topline results,0001733257,"Finch Therapeutics Group, Inc."
PLX,2022-05-16,pos,met its primary endpoint,0001006281,"Protalix BioTherapeutics, Inc."
ALDX,2022-05-18,neg,failed to meet the primary endpoint,0001341235,"Aldeyra Therapeutics, Inc."
OCUP,2022-05-19,pos,positive topline results,0001228627,"Ocuphire Pharma, Inc."
DARE,2022-05-23,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
YMAB,2022-05-26,pos,met its primary endpoint,0001722964,"Y-mAbs Therapeutics, Inc."
ELDN,2022-05-31,pos,positive topline results,0001404281,"Eledon Pharmaceuticals, Inc."
SAGE,2022-06-01,pos,met its primary endpoint,0001597553,"Sage Therapeutics, Inc."
DBVT,2022-06-07,pos,positive topline results,0001613780,DBV Technologies S.A.
ARQT,2022-06-09,pos,positive topline results,0001787306,"Arcutis Biotherapeutics, Inc."
SWTX,2022-06-10,pos,positive topline results,0001773427,"SpringWorks Therapeutics, Inc."
AQST,2022-06-16,pos,positive topline results,0001398733,"Aquestive Therapeutics, Inc."
CKPT,2022-06-16,pos,positive topline results,0001651407,"Checkpoint Therapeutics, Inc."
IONS,2022-06-21,pos,positive topline results,0000874015,IONIS PHARMACEUTICALS INC
KRYS,2022-06-22,pos,met its primary endpoint,0001711279,"Krystal Biotech, Inc."
KZR,2022-06-27,pos,positive topline results,0001645666,"Kezar Life Sciences, Inc."
ETNB,2022-06-28,pos,positive topline results,0001785173,"89bio, Inc."
CARA,2022-06-30,pos,positive topline results,0001346830,"Cara Therapeutics, Inc."
IONS,2022-07-11,pos,met its primary endpoint,0000874015,IONIS PHARMACEUTICALS INC
AQST,2022-07-11,pos,positive topline results,0001398733,"Aquestive Therapeutics, Inc."
BIIB,2022-07-20,neg,did not meet its primary endpoint,0000875045,BIOGEN INC.
VTGN,2022-07-22,neg,did not meet its primary endpoint,0001411685,"VistaGen Therapeutics, Inc."
ALNY,2022-07-28,pos,positive topline results,0001178670,"ALNYLAM PHARMACEUTICALS, INC."
TRVN,2022-07-28,pos,positive topline results,0001429560,TREVENA INC
ABBV,2022-07-29,pos,met its primary endpoint,0001551152,AbbVie Inc.
GILD,2022-08-02,pos,met its primary endpoint,0000882095,"GILEAD SCIENCES, INC."
REGN,2022-08-03,pos,met its primary endpoint,0000872589,"REGENERON PHARMACEUTICALS, INC."
PTCT,2022-08-04,pos,positive topline results,0001070081,"PTC THERAPEUTICS, INC."
LLY,2022-08-04,pos,positive topline results,0000059478,ELI LILLY & Co
SYRE,2022-08-04,pos,met its primary endpoint,0001636282,"Aeglea BioTherapeutics, Inc."
ADAP,2022-08-04,pos,met its primary endpoint,0001621227,Adaptimmune Therapeutics PLC
SWTX,2022-08-04,pos,positive topline results,0001773427,"SpringWorks Therapeutics, Inc."
TVTX,2022-08-04,pos,positive topline results,0001438533,"Travere Therapeutics, Inc."
RPRX,2022-08-04,pos,met its primary endpoint,0001802768,Royalty Pharma plc
IMUX,2022-08-04,neg,did not meet its primary endpoint,0001280776,"IMMUNIC, INC."
ARQT,2022-08-04,pos,positive topline results,0001787306,"Arcutis Biotherapeutics, Inc."
PRAX,2022-08-08,pos,positive topline results,0001689548,"Praxis Precision Medicines, Inc."
YMAB,2022-08-08,pos,met its primary endpoint,0001722964,"Y-mAbs Therapeutics, Inc."
PLRX,2022-08-08,pos,met its primary endpoint,0001746473,"PLIANT THERAPEUTICS, INC."
CARA,2022-08-08,pos,positive topline results,0001346830,"Cara Therapeutics, Inc."
CRBP,2022-08-09,neg,did not meet its primary endpoint,0001595097,"Corbus Pharmaceuticals Holdings, Inc."
EXEL,2022-08-09,pos,met its primary endpoint,0000939767,"EXELIXIS, INC."
HALO,2022-08-09,pos,positive topline results,0001159036,"HALOZYME THERAPEUTICS, INC."
KOD,2022-08-09,pos,positive topline results,0001468748,Kodiak Sciences Inc.
CYCN,2022-08-09,pos,positive topline results,0001755237,"Cyclerion Therapeutics, Inc."
VRNA,2022-08-09,pos,met its primary endpoint,0001657312,Verona Pharma plc
ZLAB,2022-08-09,pos,positive topline results,0001704292,Zai Lab Ltd
RANI,2022-08-10,pos,positive topline results,0001856725,"Rani Therapeutics Holdings, Inc."
VYNE,2022-08-10,neg,did not meet its primary endpoint,0001566044,VYNE Therapeutics Inc.
TSVT,2022-08-10,pos,positive topline results,0001860782,"2seventy bio, Inc."
OPTN,2022-08-11,pos,positive topline results,0001494650,"OptiNose, Inc."
ETNB,2022-08-11,pos,positive topline results,0001785173,"89bio, Inc."
ELDN,2022-08-11,pos,positive topline results,0001404281,"Eledon Pharmaceuticals, Inc."
KZR,2022-08-11,pos,positive topline results,0001645666,"Kezar Life Sciences, Inc."
SCYX,2022-08-15,pos,met its primary endpoint,0001178253,SCYNEXIS INC
VTYX,2022-08-15,pos,positive topline results,0001851194,"Ventyx Biosciences, Inc."
ROIV,2022-08-15,pos,positive topline results,0001635088,Roivant Sciences Ltd.
PLX,2022-08-15,pos,positive topline results,0001006281,"Protalix BioTherapeutics, Inc."
ADIL,2022-08-16,pos,positive topline results,0001513525,"ADIAL PHARMACEUTICALS, INC."
BPMC,2022-08-17,pos,positive topline results,0001597264,Blueprint Medicines Corp
TSVT,2022-09-07,pos,met its primary endpoint,0001860782,"2seventy bio, Inc."
SWTX,2022-09-12,pos,met its primary endpoint,0001773427,"SpringWorks Therapeutics, Inc."
DARE,2022-09-12,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
AKRO,2022-09-13,pos,met its primary endpoint,0001744659,"Akero Therapeutics, Inc."
ALT,2022-09-14,pos,positive topline results,0001326190,"Altimmune, Inc."
DMKPQ,2022-09-21,neg,did not meet its primary endpoint,0000887247,Adamis Pharmaceuticals Corp
AQST,2022-09-27,pos,positive topline results,0001398733,"Aquestive Therapeutics, Inc."
PEPG,2022-09-28,pos,met its primary endpoint,0001835597,PepGen Inc.
CYTK,2022-09-30,pos,positive topline results,0001061983,CYTOKINETICS INC
AXSM,2022-10-03,pos,met its primary endpoint,0001579428,"Axsome Therapeutics, Inc."
MIST,2022-10-17,pos,met its primary endpoint,0001408443,Milestone Pharmaceuticals Inc.
EYEN,2022-10-20,pos,met its primary endpoint,0001682639,"EYENOVIA, INC."
RANI,2022-10-24,pos,positive topline results,0001856725,"Rani Therapeutics Holdings, Inc."
MIRM,2022-10-24,pos,positive topline results,0001759425,"Mirum Pharmaceuticals, Inc."
PCVX,2022-10-24,pos,positive topline results,0001649094,"Vaxcyte, Inc."
BIIB,2022-10-25,pos,positive topline results,0000875045,BIOGEN INC.
TVTX,2022-10-27,pos,positive topline results,0001438533,"Travere Therapeutics, Inc."
CYDY,2022-10-28,pos,met its primary endpoint,0001175680,CytoDyn Inc.
ATNM,2022-10-31,pos,positive topline results,0001388320,"Actinium Pharmaceuticals, Inc."
EXEL,2022-11-01,pos,met its primary endpoint,0000939767,"EXELIXIS, INC."
PFE,2022-11-01,pos,positive topline results,0000078003,PFIZER INC
MTNB,2022-11-02,pos,met its primary endpoint,0001582554,"Matinas BioPharma Holdings, Inc."
SWTX,2022-11-03,pos,met its primary endpoint,0001773427,"SpringWorks Therapeutics, Inc."
AMGN,2022-11-03,pos,met its primary endpoint,0000318154,AMGEN INC
SYRE,2022-11-03,pos,met its primary endpoint,0001636282,"Aeglea BioTherapeutics, Inc."
PCRX,2022-11-03,pos,positive topline results,0001396814,"Pacira BioSciences, Inc."
ABEO,2022-11-03,pos,positive topline results,0000318306,ABEONA THERAPEUTICS INC.
TBPH,2022-11-03,neg,did not meet its primary endpoint,0001583107,"Theravance Biopharma, Inc."
PCVX,2022-11-07,pos,positive topline results,0001649094,"Vaxcyte, Inc."
RLYB,2022-11-07,pos,positive topline results,0001739410,Rallybio Corp
ARQT,2022-11-08,pos,positive topline results,0001787306,"Arcutis Biotherapeutics, Inc."
HALO,2022-11-08,pos,positive topline results,0001159036,"HALOZYME THERAPEUTICS, INC."
ANAB,2022-11-08,pos,met its primary endpoint,0001370053,"ANAPTYSBIO, INC"
RPRX,2022-11-08,pos,positive topline results,0001802768,Royalty Pharma plc
SCYX,2022-11-09,pos,met its primary endpoint,0001178253,SCYNEXIS INC
VRNA,2022-11-09,pos,met its primary endpoint,0001657312,Verona Pharma plc
XERS,2022-11-09,pos,positive topline results,0001867096,"Xeris Biopharma Holdings, Inc."
PRAX,2022-11-09,pos,positive topline results,0001689548,"Praxis Precision Medicines, Inc."
VYNE,2022-11-10,neg,did not meet its primary endpoint,0001566044,VYNE Therapeutics Inc.
RANI,2022-11-10,pos,positive topline results,0001856725,"Rani Therapeutics Holdings, Inc."
PEPG,2022-11-10,pos,met its primary endpoint,0001835597,PepGen Inc.
MIST,2022-11-10,pos,met its primary endpoint,0001408443,Milestone Pharmaceuticals Inc.
EYEN,2022-11-10,pos,met its primary endpoint,0001682639,"EYENOVIA, INC."
DARE,2022-11-14,pos,positive topline results,0001401914,"Dare Bioscience, Inc."
AVXL,2022-12-02,pos,positive topline results,0001314052,ANAVEX LIFE SCIENCES CORP.
GOSS,2022-12-06,pos,met its primary endpoint,0001728117,"Gossamer Bio, Inc."
BIVI,2022-12-07,pos,positive topline results,0001580149,BIOVIE INC.
DARE,2022-12-12,pos,positive topline results,0001401914,"Dare Bioscience, Inc."
ARQT,2022-12-16,pos,positive topline results,0001787306,"Arcutis Biotherapeutics, Inc."
ZYME,2022-12-19,pos,positive topline results,0001937653,Zymeworks Inc.
ALT,2022-12-20,pos,positive topline results,0001326190,"Altimmune, Inc."
VCEL,2022-12-29,pos,met its primary endpoint,0000887359,Vericel Corp
VERA,2023-01-03,pos,positive topline results,0001831828,"Vera Therapeutics, Inc."
CMMB,2023-01-03,pos,met its primary endpoint,0001534248,Chemomab Therapeutics Ltd.
CKPT,2023-01-04,pos,met its primary endpoint,0001651407,"Checkpoint Therapeutics, Inc."
ZLAB,2023-01-05,pos,met its primary endpoint,0001704292,Zai Lab Ltd
RANI,2023-01-05,pos,positive topline results,0001856725,"Rani Therapeutics Holdings, Inc."
PHAT,2023-01-09,pos,positive topline results,0001783183,"Phathom Pharmaceuticals, Inc."
DAWN,2023-01-09,pos,positive topline results,0001845337,"Day One Biopharmaceuticals, Inc."
SPRO,2023-01-09,pos,met its primary endpoint,0001701108,"Spero Therapeutics, Inc."
ELDN,2023-01-09,pos,positive topline results,0001404281,"Eledon Pharmaceuticals, Inc."
DVAX,2023-01-09,pos,positive topline results,0001029142,DYNAVAX TECHNOLOGIES CORP
TSVT,2023-01-09,pos,met its primary endpoint,0001860782,"2seventy bio, Inc."
ORMP,2023-01-12,neg,did not meet its primary endpoint,0001176309,ORAMED PHARMACEUTICALS INC.
PFE,2023-01-31,pos,met its primary endpoint,0000078003,PFIZER INC
MRK,2023-02-02,pos,positive topline results,0000310158,"Merck & Co., Inc."
EVLO,2023-02-02,neg,failed to meet the primary endpoint,0001694665,"Evelo Biosciences, Inc."
SAGE,2023-02-16,pos,met its primary endpoint,0001597553,"Sage Therapeutics, Inc."
HALO,2023-02-21,pos,positive topline results,0001159036,"HALOZYME THERAPEUTICS, INC."
CMMB,2023-02-21,pos,met its primary endpoint,0001534248,Chemomab Therapeutics Ltd.
ESPR,2023-02-21,pos,met its primary endpoint,0001434868,"Esperion Therapeutics, Inc."
MDGL,2023-02-23,pos,positive topline results,0001157601,"MADRIGAL PHARMACEUTICALS, INC."
PCVX,2023-02-27,pos,positive topline results,0001649094,"Vaxcyte, Inc."
AXSM,2023-02-27,pos,positive topline results,0001579428,"Axsome Therapeutics, Inc."
PLX,2023-02-27,pos,met its primary endpoint,0001006281,"Protalix BioTherapeutics, Inc."
PHAT,2023-02-28,pos,positive topline results,0001783183,"Phathom Pharmaceuticals, Inc."
ARQT,2023-02-28,pos,positive topline results,0001787306,"Arcutis Biotherapeutics, Inc."
CRNX,2023-02-28,pos,positive topline results,0001658247,"Crinetics Pharmaceuticals, Inc."
ZLAB,2023-03-01,pos,met its primary endpoint,0001704292,Zai Lab Ltd
SYRE,2023-03-02,pos,met its primary endpoint,0001636282,"Aeglea BioTherapeutics, Inc."
CKPT,2023-03-02,pos,met its primary endpoint,0001651407,"Checkpoint Therapeutics, Inc."
DAWN,2023-03-06,pos,positive topline results,0001845337,"Day One Biopharmaceuticals, Inc."
ACRS,2023-03-06,neg,did not meet its primary endpoint,0001557746,"Aclaris Therapeutics, Inc."
ARMP,2023-03-06,pos,positive topline results,0000921114,"Armata Pharmaceuticals, Inc."
BBIO,2023-03-06,pos,positive topline results,0001743881,"BridgeBio Pharma, Inc."
ADAP,2023-03-06,pos,met its primary endpoint,0001621227,Adaptimmune Therapeutics PLC
FRTX,2023-03-07,pos,positive topline results,0000819050,"Fresh Tracks Therapeutics, Inc."
TSVT,2023-03-07,pos,met its primary endpoint,0001860782,"2seventy bio, Inc."
XERS,2023-03-08,pos,positive topline results,0001867096,"Xeris Biopharma Holdings, Inc."
ROIV,2023-03-15,pos,positive topline results,0001635088,Roivant Sciences Ltd.
PTGX,2023-03-15,pos,positive topline results,0001377121,"Protagonist Therapeutics, Inc"
ARMP,2023-03-16,pos,positive topline results,0000921114,"Armata Pharmaceuticals, Inc."
RNAC,2023-03-21,pos,positive topline results,0001453687,SELECTA BIOSCIENCES INC
IONS,2023-03-27,pos,positive topline results,0000874015,IONIS PHARMACEUTICALS INC
ITCI,2023-03-28,pos,positive topline results,0001567514,"Intra-Cellular Therapies, Inc."
ABEO,2023-03-29,pos,positive topline results,0000318306,ABEONA THERAPEUTICS INC.
MIST,2023-03-29,pos,met its primary endpoint,0001408443,Milestone Pharmaceuticals Inc.
FRTX,2023-03-30,pos,positive topline results,0000819050,"Fresh Tracks Therapeutics, Inc."
PULM,2023-03-30,pos,positive topline results,0001574235,"Pulmatrix, Inc."
CKPT,2023-03-31,pos,met its primary endpoint,0001651407,"Checkpoint Therapeutics, Inc."
DBVT,2023-04-20,pos,positive topline results,0001613780,DBV Technologies S.A.
LIANY,2023-04-26,pos,positive topline results,0001831283,LianBio
AMGN,2023-04-27,pos,met its primary endpoint,0000318154,AMGEN INC
MRK,2023-04-27,pos,positive topline results,0000310158,"Merck & Co., Inc."
ARCT,2023-04-28,pos,met its primary endpoint,0001768224,Arcturus Therapeutics Holdings Inc.
INCY,2023-05-02,pos,met its primary endpoint,0000879169,INCYTE CORP
PFE,2023-05-02,pos,met its primary endpoint,0000078003,PFIZER INC
SDGR,2023-05-04,pos,positive topline results,0001490978,"Schrodinger, Inc."
ETNB,2023-05-04,pos,positive topline results,0001785173,"89bio, Inc."
PTGX,2023-05-04,pos,positive topline results,0001377121,"Protagonist Therapeutics, Inc"
ESPR,2023-05-04,pos,positive topline results,0001434868,"Esperion Therapeutics, Inc."
PLX,2023-05-05,pos,met its primary endpoint,0001006281,"Protalix BioTherapeutics, Inc."
PCVX,2023-05-08,pos,positive topline results,0001649094,"Vaxcyte, Inc."
ARQT,2023-05-09,pos,positive topline results,0001787306,"Arcutis Biotherapeutics, Inc."
ZLAB,2023-05-09,pos,met its primary endpoint,0001704292,Zai Lab Ltd
ARCT,2023-05-09,pos,met its primary endpoint,0001768224,Arcturus Therapeutics Holdings Inc.
FRTX,2023-05-10,pos,positive topline results,0000819050,"Fresh Tracks Therapeutics, Inc."
PHAT,2023-05-10,pos,positive topline results,0001783183,"Phathom Pharmaceuticals, Inc."
PLX,2023-05-10,pos,met its primary endpoint,0001006281,"Protalix BioTherapeutics, Inc."
CMMB,2023-05-11,pos,met its primary endpoint,0001534248,Chemomab Therapeutics Ltd.
PRAX,2023-05-11,pos,positive topline results,0001689548,"Praxis Precision Medicines, Inc."
BOLT,2023-05-11,pos,positive topline results,0001641281,"Bolt Biotherapeutics, Inc."
DBVT,2023-05-11,pos,positive topline results,0001613780,DBV Technologies S.A.
ADAP,2023-05-12,pos,met its primary endpoint,0001621227,Adaptimmune Therapeutics PLC
ARMP,2023-05-12,pos,positive topline results,0000921114,"Armata Pharmaceuticals, Inc."
PULM,2023-05-12,pos,positive topline results,0001574235,"Pulmatrix, Inc."
KOD,2023-05-15,pos,met its primary endpoint,0001468748,Kodiak Sciences Inc.
LPCN,2023-05-16,pos,positive topline results,0001535955,Lipocine Inc.
ROIV,2023-05-16,pos,positive topline results,0001635088,Roivant Sciences Ltd.
FGEN,2023-05-18,pos,positive topline results,0000921299,FIBROGEN INC
KRYS,2023-05-19,pos,met its primary endpoint,0001711279,"Krystal Biotech, Inc."
PTCT,2023-05-23,neg,did not meet its primary endpoint,0001070081,"PTC THERAPEUTICS, INC."
ACHV,2023-05-23,pos,positive topline results,0000949858,"ACHIEVE LIFE SCIENCES, INC."
TVTX,2023-05-31,pos,positive topline results,0001438533,"Travere Therapeutics, Inc."
BLPH,2023-06-05,neg,did not meet its primary endpoint,0001600132,"Bellerophon Therapeutics, Inc."
ZLAB,2023-06-06,pos,met its primary endpoint,0001704292,Zai Lab Ltd
TSVT,2023-06-14,pos,met its primary endpoint,0001860782,"2seventy bio, Inc."
MLTX,2023-06-26,pos,positive topline results,0001821586,MoonLake Immunotherapeutics
AVTX,2023-06-26,neg,did not meet its primary endpoint,0001534120,"Avalo Therapeutics, Inc."
CGTX,2023-06-28,pos,positive topline results,0001455365,COGNITION THERAPEUTICS INC
ROIV,2023-06-28,pos,positive topline results,0001635088,Roivant Sciences Ltd.
MLTX,2023-06-29,pos,met its primary endpoint,0001821586,MoonLake Immunotherapeutics
BTAI,2023-06-29,pos,positive topline results,0001720893,"BioXcel Therapeutics, Inc."
BLPH,2023-06-29,neg,did not meet its primary endpoint,0001600132,"Bellerophon Therapeutics, Inc."
ARCT,2023-06-30,pos,met its primary endpoint,0001768224,Arcturus Therapeutics Holdings Inc.
ZLAB,2023-06-30,pos,met its primary endpoint,0001704292,Zai Lab Ltd
ABOS,2023-07-17,pos,positive topline results,0001576885,"Acumen Pharmaceuticals, Inc."
JNJ,2023-07-20,pos,positive topline results,0000200406,JOHNSON & JOHNSON
AVTX,2023-07-21,neg,did not meet its primary endpoint,0001534120,"Avalo Therapeutics, Inc."
SNDX,2023-07-24,pos,positive topline results,0001395937,Syndax Pharmaceuticals Inc
SYRE,2023-07-27,pos,met its primary endpoint,0001636282,"Aeglea BioTherapeutics, Inc."
URGN,2023-07-27,pos,met its primary endpoint,0001668243,UroGen Pharma Ltd.
LPCN,2023-07-27,pos,positive topline results,0001535955,Lipocine Inc.
MRSN,2023-07-27,neg,did not meet its primary endpoint,0001442836,"Mersana Therapeutics, Inc."
ABBV,2023-07-27,pos,positive topline results,0001551152,AbbVie Inc.
TNFA,2023-07-31,pos,positive topline results,0001321834,"MyMD Pharmaceuticals, Inc."
APLS,2023-07-31,neg,did not meet its primary endpoint,0001492422,"Apellis Pharmaceuticals, Inc."
INCY,2023-08-01,pos,positive topline results,0000879169,INCYTE CORP
MRK,2023-08-01,pos,positive topline results,0000310158,"Merck & Co., Inc."
PTGX,2023-08-03,pos,positive topline results,0001377121,"Protagonist Therapeutics, Inc"
TVTX,2023-08-03,pos,positive topline results,0001438533,"Travere Therapeutics, Inc."
SNDX,2023-08-03,pos,positive topline results,0001395937,Syndax Pharmaceuticals Inc
AVTX,2023-08-03,neg,did not meet its primary endpoint,0001534120,"Avalo Therapeutics, Inc."
AMGN,2023-08-03,pos,met its primary endpoint,0000318154,AMGEN INC
