ticker,date,label,phrase,cik,name
ADMA,2017-07-28,neg,did not meet its primary endpoint,0001368514,"ADMA BIOLOGICS, INC."
PFE,2017-08-01,pos,met its primary endpoint,0000078003,PFIZER INC
LCTX,2017-08-02,pos,met its primary endpoint,0000876343,BIOTIME INC
REGN,2017-08-03,pos,met its primary endpoint,0000872589,REGENERON PHARMACEUTICALS INC
NBIX,2017-08-03,neg,did not meet its primary endpoint,0000914475,NEUROCRINE BIOSCIENCES INC
IRWD,2017-08-03,pos,met its primary endpoint,0001446847,IRONWOOD PHARMACEUTICALS INC
BLPH,2017-08-03,pos,met its primary endpoint,0001600132,"Bellerophon Therapeutics, Inc."
FGEN,2017-08-07,pos,positive topline results,0000921299,FIBROGEN INC
BLPH,2017-08-07,pos,met its primary endpoint,0001600132,"Bellerophon Therapeutics, Inc."
ESPR,2017-08-08,pos,met its primary endpoint,0001434868,"Esperion Therapeutics, Inc."
ARDX,2017-08-09,pos,positive topline results,0001437402,"ARDELYX, INC."
VCEL,2017-08-10,pos,met its primary endpoint,0000887359,Vericel Corp
MTNB,2017-08-10,pos,positive topline results,0001582554,"Matinas BioPharma Holdings, Inc."
XBIO,2017-08-15,neg,did not meet its primary endpoint,0001534525,"Xenetic Biosciences, Inc."
RARE,2017-08-24,neg,did not meet its primary endpoint,0001515673,Ultragenyx Pharmaceutical Inc.
CHRS,2017-08-29,pos,positive topline results,0001512762,"Coherus BioSciences, Inc."
INSM,2017-09-05,pos,met its primary endpoint,0001104506,INSMED Inc
KURA,2017-09-07,pos,positive topline results,0001422143,"Kura Oncology, Inc."
VSTM,2017-09-19,pos,met its primary endpoint,0001526119,"Verastem, Inc."
INVA,2017-09-20,pos,met its primary endpoint,0001080014,"Innoviva, Inc."
LCTX,2017-09-26,pos,met its primary endpoint,0000876343,BIOTIME INC
FENC,2017-10-16,pos,met its primary endpoint,0001211583,FENNEC PHARMACEUTICALS INC.
VSTM,2017-10-17,pos,met its primary endpoint,0001526119,"Verastem, Inc."
CRBP,2017-10-19,pos,positive topline results,0001595097,"Corbus Pharmaceuticals Holdings, Inc."
EVOK,2017-10-23,pos,positive topline results,0001403708,Evoke Pharma Inc
AMGN,2017-10-25,pos,met its primary endpoint,0000318154,AMGEN INC
ABBV,2017-10-27,pos,met its primary endpoint,0001551152,AbbVie Inc.
PFE,2017-10-31,pos,met its primary endpoint,0000078003,PFIZER INC
EXEL,2017-11-01,pos,met its primary endpoint,0000939767,"EXELIXIS, INC."
FGEN,2017-11-01,pos,positive topline results,0000921299,FIBROGEN INC
INSM,2017-11-02,pos,met its primary endpoint,0001104506,INSMED Inc
KURA,2017-11-07,pos,positive topline results,0001422143,"Kura Oncology, Inc."
ALNY,2017-11-07,pos,met its primary endpoint,0001178670,"ALNYLAM PHARMACEUTICALS, INC."
BLPH,2017-11-07,pos,met its primary endpoint,0001600132,"Bellerophon Therapeutics, Inc."
FGEN,2017-11-08,pos,positive topline results,0000921299,FIBROGEN INC
AXSM,2017-11-08,pos,positive topline results,0001579428,"Axsome Therapeutics, Inc."
CRBP,2017-11-08,pos,positive topline results,0001595097,"Corbus Pharmaceuticals Holdings, Inc."
MCRB,2017-11-08,pos,positive topline results,0001609809,"Seres Therapeutics, Inc."
LCTX,2017-11-09,pos,met its primary endpoint,0000876343,BIOTIME INC
EVOK,2017-11-14,pos,positive topline results,0001403708,Evoke Pharma Inc
NKTR,2017-11-24,neg,did not meet its primary endpoint,0000906709,NEKTAR THERAPEUTICS
IMUX,2017-12-04,pos,positive topline results,0001280776,VITAL THERAPIES INC
AMPE,2017-12-28,pos,met its primary endpoint,0001411906,"Ampio Pharmaceuticals, Inc."
INSM,2018-01-03,pos,met its primary endpoint,0001104506,INSMED Inc
KALA,2018-01-05,pos,positive topline results,0001479419,"Kala Pharmaceuticals, Inc."
AMPE,2018-01-08,pos,met its primary endpoint,0001411906,"Ampio Pharmaceuticals, Inc."
ELTP,2018-01-10,pos,positive topline results,0001053369,ELITE PHARMACEUTICALS INC /NV/
EVFM,2018-01-17,pos,met its primary endpoint,0001618835,"Evofem Biosciences, Inc."
ABBV,2018-01-26,pos,met its primary endpoint,0001551152,AbbVie Inc.
VRTX,2018-01-31,pos,met its primary endpoint,0000875320,VERTEX PHARMACEUTICALS INC / MA
ELTP,2018-01-31,pos,positive topline results,0001053369,ELITE PHARMACEUTICALS INC /NV/
LLY,2018-01-31,pos,met its primary endpoint,0000059478,LILLY ELI & CO
MRK,2018-02-02,neg,did not meet its primary endpoint,0000310158,"Merck & Co., Inc."
REGN,2018-02-08,pos,met its primary endpoint,0000872589,REGENERON PHARMACEUTICALS INC
LCTX,2018-02-22,pos,met its primary endpoint,0000876343,BIOTIME INC
EXEL,2018-02-26,pos,met its primary endpoint,0000939767,"EXELIXIS, INC."
CLSD,2018-03-06,pos,positive topline results,0001539029,"Clearside Biomedical, Inc."
RARE,2018-03-07,pos,positive topline results,0001515673,Ultragenyx Pharmaceutical Inc.
AXSM,2018-03-07,pos,positive topline results,0001579428,"Axsome Therapeutics, Inc."
ESPR,2018-03-07,pos,met its primary endpoint,0001434868,"Esperion Therapeutics, Inc."
ACRS,2018-03-12,pos,positive topline results,0001557746,"Aclaris Therapeutics, Inc."
CLSD,2018-03-14,pos,positive topline results,0001539029,"Clearside Biomedical, Inc."
ARMP,2018-03-14,pos,positive topline results,0000921114,AmpliPhi Biosciences Corp
LCTX,2018-03-15,pos,met its primary endpoint,0000876343,BIOTIME INC
HRTX,2018-03-19,pos,positive topline results,0000818033,"HERON THERAPEUTICS, INC. /DE/"
CDTX,2018-03-19,pos,positive topline results,0001610618,"Cidara Therapeutics, Inc."
ESPR,2018-03-27,pos,met its primary endpoint,0001434868,"Esperion Therapeutics, Inc."
ZVRA,2018-03-29,pos,positive topline results,0001434647,"KEMPHARM, INC"
RIGL,2018-04-20,neg,did not meet its primary endpoint,0001034842,RIGEL PHARMACEUTICALS INC
LLY,2018-04-24,pos,met its primary endpoint,0000059478,LILLY ELI & CO
MRK,2018-05-01,pos,met its primary endpoint,0000310158,"Merck & Co., Inc."
REGN,2018-05-03,pos,met its primary endpoint,0000872589,REGENERON PHARMACEUTICALS INC
RARE,2018-05-07,pos,positive topline results,0001515673,Ultragenyx Pharmaceutical Inc.
AXSM,2018-05-08,pos,positive topline results,0001579428,"Axsome Therapeutics, Inc."
CLSD,2018-05-09,pos,positive topline results,0001539029,"Clearside Biomedical, Inc."
ZVRA,2018-05-10,pos,positive topline results,0001434647,"KEMPHARM, INC"
HRTX,2018-05-10,pos,positive topline results,0000818033,"HERON THERAPEUTICS, INC. /DE/"
CRBP,2018-05-10,pos,positive topline results,0001595097,"Corbus Pharmaceuticals Holdings, Inc."
LCTX,2018-05-10,pos,met its primary endpoint,0000876343,BIOTIME INC
CDTX,2018-05-10,pos,positive topline results,0001610618,"Cidara Therapeutics, Inc."
ARMP,2018-05-15,pos,positive topline results,0000921114,AmpliPhi Biosciences Corp
ESPR,2018-05-23,pos,met its primary endpoint,0001434868,"Esperion Therapeutics, Inc."
FGEN,2018-05-31,pos,positive topline results,0000921299,FIBROGEN INC
FRTX,2018-06-11,neg,did not meet its primary endpoint,0000819050,VICAL INC
VSTM,2018-06-15,pos,met its primary endpoint,0001526119,"Verastem, Inc."
CLSD,2018-06-20,pos,met its primary endpoint,0001539029,"Clearside Biomedical, Inc."
HRTX,2018-06-21,pos,positive topline results,0000818033,"HERON THERAPEUTICS, INC. /DE/"
HRTX,2018-06-25,pos,positive topline results,0000818033,"HERON THERAPEUTICS, INC. /DE/"
IPIX,2018-06-29,pos,met its primary endpoint,0001355250,Innovation Pharmaceuticals Inc.
SLS,2018-07-18,pos,met its primary endpoint,0001390478,"SELLAS Life Sciences Group, Inc."
BIIB,2018-07-24,pos,positive topline results,0000875045,BIOGEN INC.
ACET,2018-07-25,pos,positive topline results,0001720580,"resTORbio, Inc."
ACET,2018-07-30,pos,positive topline results,0001720580,"resTORbio, Inc."
INCY,2018-07-31,pos,met its primary endpoint,0000879169,INCYTE CORP
INSM,2018-08-02,pos,met its primary endpoint,0001104506,INSMED Inc
LCTX,2018-08-02,pos,met its primary endpoint,0000876343,BIOTIME INC
OVID,2018-08-06,pos,met its primary endpoint,0001636651,Ovid Therapeutics Inc.
FGEN,2018-08-07,pos,positive topline results,0000921299,FIBROGEN INC
AMPE,2018-08-08,pos,met its primary endpoint,0001411906,"Ampio Pharmaceuticals, Inc."
UTHR,2018-08-08,pos,met its primary endpoint,0001082554,UNITED THERAPEUTICS Corp
CLSD,2018-08-08,pos,positive topline results,0001539029,"Clearside Biomedical, Inc."
HRTX,2018-08-08,pos,positive topline results,0000818033,"HERON THERAPEUTICS, INC. /DE/"
OVID,2018-08-09,pos,met its primary endpoint,0001636651,Ovid Therapeutics Inc.
RYTM,2018-08-09,pos,positive topline results,0001649904,"RHYTHM PHARMACEUTICALS, INC."
ACET,2018-08-09,pos,positive topline results,0001720580,"resTORbio, Inc."
ELTP,2018-08-14,pos,positive topline results,0001053369,ELITE PHARMACEUTICALS INC /NV/
NMTRQ,2018-08-15,pos,met its primary endpoint,0001551986,"INNOVATE BIOPHARMACEUTICALS, INC."
NMTRQ,2018-08-23,pos,met its primary endpoint,0001551986,"INNOVATE BIOPHARMACEUTICALS, INC."
VSTM,2018-08-29,pos,met its primary endpoint,0001526119,"Verastem, Inc."
IMUX,2018-09-12,neg,failed to meet the primary endpoint,0001280776,VITAL THERAPIES INC
FGEN,2018-09-20,pos,positive topline results,0000921299,FIBROGEN INC
AMRN,2018-09-24,pos,met its primary endpoint,0000897448,AMARIN CORP PLC\UK
CLSD,2018-09-26,pos,positive topline results,0001539029,"Clearside Biomedical, Inc."
INSM,2018-10-01,pos,met its primary endpoint,0001104506,INSMED Inc
AXSM,2018-10-11,pos,positive topline results,0001579428,"Axsome Therapeutics, Inc."
ACET,2018-10-16,pos,positive topline results,0001720580,"resTORbio, Inc."
ELTP,2018-10-23,pos,positive topline results,0001053369,ELITE PHARMACEUTICALS INC /NV/
OVID,2018-10-25,pos,met its primary endpoint,0001636651,Ovid Therapeutics Inc.
MRK,2018-10-25,pos,met its primary endpoint,0000310158,"Merck & Co., Inc."
FGEN,2018-10-26,pos,positive topline results,0000921299,FIBROGEN INC
AQST,2018-10-30,pos,positive topline results,0001398733,"Aquestive Therapeutics, Inc."
UTHR,2018-10-31,pos,met its primary endpoint,0001082554,UNITED THERAPEUTICS Corp
AMRN,2018-11-01,pos,met its primary endpoint,0000897448,AMARIN CORP PLC\UK
ABBV,2018-11-02,pos,met its primary endpoint,0001551152,AbbVie Inc.
ALNY,2018-11-07,pos,positive topline results,0001178670,"ALNYLAM PHARMACEUTICALS, INC."
ZVRA,2018-11-08,pos,positive topline results,0001434647,"KEMPHARM, INC"
FGEN,2018-11-08,pos,positive topline results,0000921299,FIBROGEN INC
AMRN,2018-11-13,pos,met its primary endpoint,0000897448,AMARIN CORP PLC\UK
NMTRQ,2018-11-13,pos,met its primary endpoint,0001551986,"INNOVATE BIOPHARMACEUTICALS, INC."
BTAI,2018-11-14,pos,met its primary endpoint,0001720893,"BioXcel Therapeutics, Inc."
TOVX,2018-11-21,pos,met its primary endpoint,0000894158,"Synthetic Biologics, Inc."
ALKS,2018-11-29,pos,positive topline results,0001520262,Alkermes plc.
SUPN,2018-12-10,pos,positive topline results,0001356576,SUPERNUS PHARMACEUTICALS INC
VYNE,2018-12-10,pos,met its primary endpoint,0001566044,Menlo Therapeutics Inc.
IPIX,2018-12-17,pos,met its primary endpoint,0001355250,Innovation Pharmaceuticals Inc.
EVFM,2018-12-17,pos,met its primary endpoint,0001618835,"Evofem Biosciences, Inc."
GTHX,2018-12-19,pos,positive topline results,0001560241,"G1 Therapeutics, Inc."
CLSD,2018-12-19,pos,met its primary endpoint,0001539029,"Clearside Biomedical, Inc."
AQST,2018-12-20,pos,met its primary endpoint,0001398733,"Aquestive Therapeutics, Inc."
FGEN,2018-12-20,pos,positive topline results,0000921299,FIBROGEN INC
SUPN,2018-12-21,pos,positive topline results,0001356576,SUPERNUS PHARMACEUTICALS INC
BTAI,2019-01-03,pos,met its primary endpoint,0001720893,"BioXcel Therapeutics, Inc."
EVFM,2019-01-03,pos,met its primary endpoint,0001618835,"Evofem Biosciences, Inc."
VRCA,2019-01-03,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
HRTX,2019-01-03,pos,positive topline results,0000818033,"HERON THERAPEUTICS, INC. /DE/"
CFRXQ,2019-01-07,pos,positive topline results,0001478069,CONTRAFECT Corp
RARE,2019-01-07,pos,positive topline results,0001515673,Ultragenyx Pharmaceutical Inc.
AXSM,2019-01-07,pos,positive topline results,0001579428,"Axsome Therapeutics, Inc."
ABBV,2019-01-25,neg,did not meet its primary endpoint,0001551152,AbbVie Inc.
PFE,2019-01-29,pos,met its primary endpoint,0000078003,PFIZER INC
ALKS,2019-02-14,pos,positive topline results,0001520262,Alkermes plc.
RARE,2019-02-19,pos,positive topline results,0001515673,Ultragenyx Pharmaceutical Inc.
SUPN,2019-02-26,pos,positive topline results,0001356576,SUPERNUS PHARMACEUTICALS INC
FGEN,2019-02-27,pos,positive topline results,0000921299,FIBROGEN INC
VYNE,2019-02-27,pos,met its primary endpoint,0001566044,Menlo Therapeutics Inc.
URGN,2019-02-28,pos,positive topline results,0001668243,UroGen Pharma Ltd.
CMRX,2019-03-05,pos,met its primary endpoint,0001117480,CHIMERIX INC
VRCA,2019-03-07,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
SCYX,2019-03-08,pos,met its primary endpoint,0001178253,SCYNEXIS INC
HRTX,2019-03-11,pos,positive topline results,0000818033,"HERON THERAPEUTICS, INC. /DE/"
CLSD,2019-03-13,pos,met its primary endpoint,0001539029,"Clearside Biomedical, Inc."
LXRX,2019-03-13,pos,positive topline results,0001062822,"LEXICON PHARMACEUTICALS, INC."
CFRXQ,2019-03-14,pos,positive topline results,0001478069,CONTRAFECT Corp
MTNB,2019-03-15,pos,positive topline results,0001582554,"Matinas BioPharma Holdings, Inc."
TGTX,2019-04-01,pos,met its primary endpoint,0001001316,"TG THERAPEUTICS, INC."
UTHR,2019-04-08,neg,did not meet its primary endpoint,0001082554,UNITED THERAPEUTICS Corp
PRTA,2019-04-18,pos,met its primary endpoint,0001559053,Prothena Corp plc
ALKS,2019-04-25,pos,positive topline results,0001520262,Alkermes plc.
LLY,2019-04-30,pos,met its primary endpoint,0000059478,LILLY ELI & CO
VTGN,2019-05-02,neg,did not meet its primary endpoint,0001411685,"VistaGen Therapeutics, Inc."
VCEL,2019-05-07,pos,met its primary endpoint,0000887359,Vericel Corp
VRCA,2019-05-07,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
TBPH,2019-05-07,pos,met its primary endpoint,0001583107,"Theravance Biopharma, Inc."
RVLPQ,2019-05-07,pos,positive topline results,0001739426,Osmotica Pharmaceuticals plc
EGRX,2019-05-08,pos,positive topline results,0000827871,"EAGLE PHARMACEUTICALS, INC."
RVLPQ,2019-05-09,pos,positive topline results,0001739426,Osmotica Pharmaceuticals plc
FGEN,2019-05-09,pos,positive topline results,0000921299,FIBROGEN INC
HRTX,2019-05-09,pos,positive topline results,0000818033,"HERON THERAPEUTICS, INC. /DE/"
AXSM,2019-05-09,pos,positive topline results,0001579428,"Axsome Therapeutics, Inc."
AADI,2019-05-09,neg,did not meet its primary endpoint,0001422142,"Aerpio Pharmaceuticals, Inc."
ALT,2019-05-14,pos,met its primary endpoint,0001326190,"Altimmune, Inc."
AGIO,2019-05-15,pos,met its primary endpoint,0001439222,AGIOS PHARMACEUTICALS INC
CLSD,2019-05-22,pos,met its primary endpoint,0001539029,"Clearside Biomedical, Inc."
EGRX,2019-05-22,pos,positive topline results,0000827871,"EAGLE PHARMACEUTICALS, INC."
FRTX,2019-06-03,pos,positive topline results,0000819050,VICAL INC
EGRX,2019-06-04,pos,positive topline results,0000827871,"EAGLE PHARMACEUTICALS, INC."
SVRA,2019-06-12,neg,did not meet its primary endpoint,0001160308,Savara Inc
EXEL,2019-06-20,neg,did not meet its primary endpoint,0000939767,"EXELIXIS, INC."
VRCA,2019-06-27,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
ITCI,2019-07-08,pos,met its primary endpoint,0001567514,"Intra-Cellular Therapies, Inc."
JAGX,2019-07-23,pos,met its primary endpoint,0001585608,"Jaguar Health, Inc."
BIIB,2019-07-23,pos,positive topline results,0000875045,BIOGEN INC.
ALKS,2019-07-25,pos,positive topline results,0001520262,Alkermes plc.
ABBV,2019-07-26,neg,did not meet its primary endpoint,0001551152,AbbVie Inc.
CDTX,2019-07-29,pos,positive topline results,0001610618,"Cidara Therapeutics, Inc."
ALKS,2019-07-30,pos,positive topline results,0001520262,Alkermes plc.
INCY,2019-07-30,pos,met its primary endpoint,0000879169,INCYTE CORP
VTVT,2019-07-31,pos,positive topline results,0001641489,vTv Therapeutics Inc.
AGIO,2019-08-01,pos,met its primary endpoint,0001439222,"AGIOS PHARMACEUTICALS, INC."
AQST,2019-08-06,pos,positive topline results,0001398733,"Aquestive Therapeutics, Inc."
RYTM,2019-08-07,pos,positive topline results,0001649904,"RHYTHM PHARMACEUTICALS, INC."
ITCI,2019-08-07,pos,positive topline results,0001567514,"Intra-Cellular Therapies, Inc."
VRCA,2019-08-07,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
BCYC,2019-08-08,pos,positive topline results,0001761612,BICYCLE THERAPEUTICS plc
CDTX,2019-08-08,pos,positive topline results,0001610618,"Cidara Therapeutics, Inc."
CALA,2019-08-08,pos,positive topline results,0001496671,"Calithera Biosciences, Inc."
AXSM,2019-08-08,pos,positive topline results,0001579428,"Axsome Therapeutics, Inc."
TVTX,2019-08-22,neg,did not meet its primary endpoint,0001438533,"Retrophin, Inc."
ARDS,2019-09-03,neg,did not meet its primary endpoint,0001614067,"Aridis Pharmaceuticals, Inc."
KURA,2019-09-03,pos,positive topline results,0001422143,"Kura Oncology, Inc."
ACAD,2019-09-09,pos,met its primary endpoint,0001070494,ACADIA PHARMACEUTICALS INC
LCTX,2019-09-19,pos,met its primary endpoint,0000876343,"Lineage Cell Therapeutics, Inc."
JAGX,2019-09-24,pos,met its primary endpoint,0001585608,"Jaguar Health, Inc."
RYTM,2019-09-25,pos,positive topline results,0001649904,"RHYTHM PHARMACEUTICALS, INC."
VXRT,2019-09-25,pos,positive topline results,0000072444,"Vaxart, Inc."
CFRXQ,2019-10-02,pos,positive topline results,0001478069,CONTRAFECT Corp
HRTX,2019-10-02,pos,positive topline results,0000818033,"HERON THERAPEUTICS, INC. /DE/"
EGRX,2019-10-02,pos,positive topline results,0000827871,"EAGLE PHARMACEUTICALS, INC."
JAGX,2019-10-03,pos,met its primary endpoint,0001585608,"Jaguar Health, Inc."
RYTM,2019-10-16,pos,positive topline results,0001649904,"RHYTHM PHARMACEUTICALS, INC."
VRCA,2019-10-18,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
BIIB,2019-10-22,pos,positive topline results,0000875045,BIOGEN INC.
ALKS,2019-10-23,pos,positive topline results,0001520262,Alkermes plc.
LLY,2019-10-23,neg,did not meet its primary endpoint,0000059478,LILLY ELI & CO
INCY,2019-10-29,pos,met its primary endpoint,0000879169,INCYTE CORP
MRK,2019-10-29,pos,met its primary endpoint,0000310158,"Merck & Co., Inc."
AMGN,2019-10-29,pos,met its primary endpoint,0000318154,AMGEN INC
PFE,2019-10-29,pos,met its primary endpoint,0000078003,PFIZER INC
CPRX,2019-10-30,neg,did not meet its primary endpoint,0001369568,"CATALYST PHARMACEUTICALS, INC."
ALNY,2019-10-31,pos,positive topline results,0001178670,"ALNYLAM PHARMACEUTICALS, INC."
RYTM,2019-11-01,pos,positive topline results,0001649904,"RHYTHM PHARMACEUTICALS, INC."
OPK,2019-11-05,pos,met its primary endpoint,0000944809,"Opko Health, Inc."
ITCI,2019-11-05,pos,positive topline results,0001567514,"Intra-Cellular Therapies, Inc."
VRCA,2019-11-06,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
SUPN,2019-11-06,neg,did not meet its primary endpoint,0001356576,"SUPERNUS PHARMACEUTICALS, INC."
EVFM,2019-11-06,pos,met its primary endpoint,0001618835,"Evofem Biosciences, Inc."
AXSM,2019-11-07,pos,positive topline results,0001579428,"Axsome Therapeutics, Inc."
GLYC,2019-11-07,neg,failed to meet the primary endpoint,0001253689,GLYCOMIMETICS INC
TNXP,2019-11-08,neg,did not meet its primary endpoint,0001430306,Tonix Pharmaceuticals Holding Corp.
ANAB,2019-11-08,neg,failed to meet the primary endpoint,0001370053,"ANAPTYSBIO, INC"
HRTX,2019-11-12,pos,positive topline results,0000818033,"HERON THERAPEUTICS, INC. /DE/"
AKBA,2019-11-12,pos,met its primary endpoint,0001517022,"Akebia Therapeutics, Inc."
VXRT,2019-11-12,pos,positive topline results,0000072444,"Vaxart, Inc."
ARDS,2019-11-13,neg,did not meet its primary endpoint,0001614067,"Aridis Pharmaceuticals, Inc."
BTAI,2019-11-14,pos,met its primary endpoint,0001720893,"BioXcel Therapeutics, Inc."
ACET,2019-11-15,neg,did not meet its primary endpoint,0001720580,"resTORbio, Inc."
CLSD,2019-11-20,pos,met its primary endpoint,0001539029,"Clearside Biomedical, Inc."
CARA,2019-12-03,pos,positive topline results,0001346830,"Cara Therapeutics, Inc."
ARDX,2019-12-03,pos,positive topline results,0001437402,"ARDELYX, INC."
SAGE,2019-12-05,neg,did not meet its primary endpoint,0001597553,"Sage Therapeutics, Inc."
BLUE,2019-12-06,pos,positive topline results,0001293971,"bluebird bio, Inc."
KA,2019-12-17,pos,positive topline results,0001445283,"PROTEOSTASIS THERAPEUTICS, INC."
GYRE,2019-12-20,pos,met its primary endpoint,0001124105,"CATALYST BIOSCIENCES, INC."
OTLC,2019-12-27,pos,met its primary endpoint,0000908259,MATEON THERAPEUTICS INC
RYTM,2020-01-08,pos,positive topline results,0001649904,"RHYTHM PHARMACEUTICALS, INC."
DARE,2020-01-09,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
INFIQ,2020-01-09,pos,met its primary endpoint,0001113148,"INFINITY PHARMACEUTICALS, INC."
BCRX,2020-01-13,pos,met its primary endpoint,0000882796,BIOCRYST PHARMACEUTICALS INC
AXSM,2020-01-13,pos,met its primary endpoint,0001579428,"Axsome Therapeutics, Inc."
INCY,2020-01-16,pos,met its primary endpoint,0000879169,INCYTE CORP
GYRE,2020-01-17,pos,met its primary endpoint,0001124105,"CATALYST BIOSCIENCES, INC."
PFE,2020-01-28,pos,met its primary endpoint,0000078003,PFIZER INC
MBRX,2020-02-03,pos,met its primary endpoint,0001659617,"Moleculin Biotech, Inc."
BCRX,2020-02-03,pos,met its primary endpoint,0000882796,BIOCRYST PHARMACEUTICALS INC
INSM,2020-02-03,pos,met its primary endpoint,0001104506,INSMED Inc
MBRX,2020-02-05,pos,met its primary endpoint,0001659617,"Moleculin Biotech, Inc."
ALNY,2020-02-06,pos,positive topline results,0001178670,"ALNYLAM PHARMACEUTICALS, INC."
GYRE,2020-02-07,pos,met its primary endpoint,0001124105,"CATALYST BIOSCIENCES, INC."
DARE,2020-02-10,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
ALKS,2020-02-13,pos,positive topline results,0001520262,Alkermes plc.
INCY,2020-02-13,pos,met its primary endpoint,0000879169,INCYTE CORP
IPIX,2020-02-13,pos,positive topline results,0001355250,Innovation Pharmaceuticals Inc.
GYRE,2020-02-14,pos,met its primary endpoint,0001124105,"CATALYST BIOSCIENCES, INC."
BLUE,2020-02-18,pos,met its primary endpoint,0001293971,"bluebird bio, Inc."
GYRE,2020-02-21,pos,met its primary endpoint,0001124105,"CATALYST BIOSCIENCES, INC."
EXEL,2020-02-25,pos,met its primary endpoint,0000939767,"EXELIXIS, INC."
ALLK,2020-02-25,pos,positive topline results,0001564824,Allakos Inc.
VNDA,2020-02-26,neg,did not meet its primary endpoint,0001347178,Vanda Pharmaceuticals Inc.
OPK,2020-02-26,pos,met its primary endpoint,0000944809,"Opko Health, Inc."
IONS,2020-02-26,pos,positive topline results,0000874015,IONIS PHARMACEUTICALS INC
SAGE,2020-02-27,neg,did not meet its primary endpoint,0001597553,"Sage Therapeutics, Inc."
SUPN,2020-02-27,neg,did not meet its primary endpoint,0001356576,"SUPERNUS PHARMACEUTICALS, INC."
GLYC,2020-02-28,neg,failed to meet the primary endpoint,0001253689,GLYCOMIMETICS INC
ANAB,2020-03-02,neg,failed to meet the primary endpoint,0001370053,"ANAPTYSBIO, INC"
ITCI,2020-03-02,pos,positive topline results,0001567514,"Intra-Cellular Therapies, Inc."
KPTI,2020-03-02,pos,met its primary endpoint,0001503802,Karyopharm Therapeutics Inc.
VRCA,2020-03-02,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
RYTM,2020-03-02,pos,positive topline results,0001649904,"RHYTHM PHARMACEUTICALS, INC."
PTCT,2020-03-02,neg,did not meet its primary endpoint,0001070081,"PTC THERAPEUTICS, INC."
BCRX,2020-03-05,pos,met its primary endpoint,0000882796,BIOCRYST PHARMACEUTICALS INC
ARDX,2020-03-06,pos,positive topline results,0001437402,"ARDELYX, INC."
KALV,2020-03-10,neg,did not meet its primary endpoint,0001348911,"KalVista Pharmaceuticals, Inc."
APLT,2020-03-13,pos,positive topline results,0001697532,Applied Therapeutics Inc.
VRCA,2020-03-13,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
DARE,2020-03-16,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
MBRX,2020-03-19,pos,met its primary endpoint,0001659617,"Moleculin Biotech, Inc."
BLUE,2020-03-31,pos,met its primary endpoint,0001293971,"bluebird bio, Inc."
MBRX,2020-04-02,pos,met its primary endpoint,0001659617,"Moleculin Biotech, Inc."
CLSD,2020-04-08,pos,met its primary endpoint,0001539029,"Clearside Biomedical, Inc."
VRCA,2020-04-17,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
DARE,2020-04-27,pos,met its primary endpoint,0001401914,"Dare Bioscience, Inc."
AVDL,2020-04-27,pos,positive topline results,0001012477,AVADEL PHARMACEUTICALS PLC
UTHR,2020-04-29,pos,met its primary endpoint,0001082554,UNITED THERAPEUTICS Corp
PTCT,2020-04-30,pos,met its primary endpoint,0001070081,"PTC THERAPEUTICS, INC."
EXEL,2020-05-05,pos,met its primary endpoint,0000939767,"EXELIXIS, INC."
TGTX,2020-05-05,pos,positive topline results,0001001316,"TG THERAPEUTICS, INC."
KPTI,2020-05-05,pos,met its primary endpoint,0001503802,Karyopharm Therapeutics Inc.
REGN,2020-05-05,pos,met its primary endpoint,0000872589,"REGENERON PHARMACEUTICALS, INC."
IONS,2020-05-06,pos,positive topline results,0000874015,IONIS PHARMACEUTICALS INC
BPMC,2020-05-06,neg,did not meet its primary endpoint,0001597264,Blueprint Medicines Corp
OPK,2020-05-06,pos,met its primary endpoint,0000944809,"Opko Health, Inc."
VRCA,2020-05-07,pos,positive topline results,0001660334,Verrica Pharmaceuticals Inc.
KALA,2020-05-07,pos,positive topline results,0001479419,"Kala Pharmaceuticals, Inc."
OVID,2020-05-07,pos,positive topline results,0001636651,Ovid Therapeutics Inc.
BHC,2020-05-07,pos,met its primary endpoint,0000885590,Bausch Health Companies Inc.
OCUL,2020-05-08,pos,positive topline results,0001393434,"OCULAR THERAPEUTIX, INC"
NMTRQ,2020-05-11,pos,met its primary endpoint,0001551986,"9 METERS BIOPHARMA, INC."
TGTX,2020-05-11,pos,positive topline results,0001001316,"TG THERAPEUTICS, INC."
PLX,2020-05-11,pos,positive topline results,0001006281,"Protalix BioTherapeutics, Inc."
